İlçe,Mahalle,Oda Sayısı,m^2,Bina Yaşı,Kat,Fiyat
 Etimesgut , Yeni Bağlıca,3,90,0,0,23500
 Çankaya , Akpınar,5,180,13,2,26000
 Çankaya , Gaziosmanpaşa,2,55,1,0,22500
 Keçiören , Tepebaşı,4,130,30,1,14000
 Mamak , Balkiraz,3,100,38,1,18000
 Sincan , Mustafa Kemal,4,115,0,3,18000
 Keçiören , Ayvalı,4,135,20,2,20000
 Çankaya , Metin Oktay,4,130,5,1,17500
 Gölbaşı , Örencik,4,120,0,3,21000
 Çankaya , İlkadım,4,110,35,3,21000
 Çankaya , Yukarı Bahçelievler,4,115,40,2,33000
 Çankaya , Huzur,4,125,30,1,25000
 Çubuk , Atatürk,4,140,25,2,9000
 Polatlı , Şehitlik,5,185,9,6,20000
 Çankaya , Alacaatlı,2,70,6,-1,25500
 Çankaya , Sokullu Mehmet Paşa,3,100,25,0,15250
 Etimesgut , Şehit Osman Avcı,3,90,28,4,20250
 Keçiören , Şenlik,4,120,45,1,17000
 Yenimahalle , Karşıyaka,3,90,50,2,10000
 Yenimahalle , İlkyerleşim,3,95,25,1,20000
 Çankaya , Emek,3,90,35,3,27500
 Çankaya , Malazgirt,3,115,5,1,24500
 Çankaya , Yukarı Bahçelievler,4,120,35,1,30000
 Çankaya , İşçi Blokları,3,100,32,6,20000
 Çankaya , Birlik,5,175,16,1,35000
 Çankaya , Birlik,5,165,16,2,30000
 Gölbaşı , Kızılcaşar,2,60,3,8,33000
 Keçiören , Yükseltepe,4,130,5,1,16000
 Keçiören , 19 Mayıs,4,140,15,1,25000
 Mamak , Abidinpaşa,4,100,22,6,16000
 Çankaya , Sokullu Mehmet Paşa,4,125,35,3,25000
 Keçiören , Tepebaşı,4,102,32,0,14000
 Etimesgut , 30 Ağustos,4,115,15,1,13500
 Çankaya , Mebusevleri,2,55,5,2,35000
 Mamak , Şahintepe,4,115,15,3,18000
 Keçiören , Adnan Menderes,4,120,20,2,17500
 Gölbaşı , İncek,3,90,0,2,20000
 Çankaya , Emek,3,75,6,1,38500
 Çankaya , Harbiye,4,115,30,0,20000
 Çankaya , Malazgirt,2,60,1,-1,10500
 Çankaya , Ata,4,145,20,1,28000
 Keçiören , İncirli,4,115,20,3,16000
 Çankaya , Keklik Pınarı,5,150,17,1,25700
 Keçiören , Ayvalı,4,110,20,1,18000
 Çankaya , Sancak,4,120,30,1,25500
 Altındağ , Aydınlıkevler,3,85,46,3,11000
 Sincan , Ertuğrulgazi,4,120,25,1,19000
 Etimesgut , Turkuaz,3,110,4,6,16500
 Çankaya , Gaziosmanpaşa,4,145,55,3,45000
 Çankaya , Emek,3,100,0,1,37500
 Çankaya , Ertuğrulgazi,3,80,20,1,15000
 Çankaya , Sancak,4,145,28,1,32000
 Sincan , Alcı,4,140,3,3,16500
 Çankaya , Cebeci,3,98,30,4,16000
 Çubuk , Yavuzselim,4,130,15,1,11000
 Etimesgut , Şehit Osman Avcı,4,150,11,3,35000
 Keçiören , Kavacık Subayevleri,3,85,26,2,20000
 Çankaya , Öveçler,4,160,11,1,26750
 Altındağ , Örnek,3,85,30,0,10500
 Sincan , 29 Ekim,4,125,17,2,14000
 Polatlı , Şentepe,4,135,10,2,15500
 Çankaya , İşçi Blokları,2,62,16,6,21000
 Mamak , Başak,4,125,12,2,16000
 Çankaya , İlkadım,4,120,40,6,22000
 Keçiören , Şenlik,3,100,25,2,20750
 Çankaya , Barbaros,2,65,50,1,23000
 Keçiören , Şenlik,4,115,35,1,14500
 Çankaya , Kızılay,4,120,35,2,35000
 Çankaya , Aziziye,2,65,10,0,30000
 Mamak , Fahri Korutürk,3,80,12,-1,20000
 Keçiören , Pınarbaşı,4,118,33,3,15500
 Çankaya , Kırkkonaklar,4,120,8,0,18000
 Sincan , Fevzi Çakmak,2,55,0,1,13000
 Keçiören , Ayvalı,4,116,28,1,17000
 Yenimahalle , Demetgül,3,90,35,1,21000
 Keçiören , Şehit Kubilay,3,90,21,1,20000
 Mamak , Altınevler,4,130,11,8,18500
 Çankaya , Güzeltepe,4,140,27,3,38000
 Gölbaşı , Taşpınar,3,85,0,2,25500
 Gölbaşı , Taşpınar,3,85,0,2,25500
 Çankaya , Naci Çakır,4,95,28,0,18000
 Keçiören , İncirli,4,120,25,1,15500
 Çankaya , Büyükesat,3,137,12,2,34000
 Keçiören , Aşağı Eğlence,4,115,30,2,18000
 Altındağ , Gültepe,4,125,10,6,20500
 Keçiören , Kavacık Subayevleri,4,120,35,1,16000
 Etimesgut , Elvan,4,165,9,1,25500
 Mamak , Mutlu,3,110,4,1,15500
 Keçiören , Şehit Kubilay,4,125,7,2,25000
 Keçiören , Sancaktepe,2,125,5,0,14000
 Yenimahalle , Yeni Batı,5,180,10,7,40000
 Mamak , Türközü,3,85,30,1,18000
 Çankaya , Oğuzlar,4,120,33,1,21500
 Keçiören , Atapark,4,125,8,2,17500
 Keçiören , Etlik,3,90,26,0,18000
 Keçiören , Şehit Kubilay,4,120,18,2,21000
 Keçiören , Uyanış,4,115,30,0,18500
 Yenimahalle , Yuvaköy,4,140,0,6,25000
 Altındağ , Güneşevler,3,100,15,1,16500
 Yenimahalle , Çiğdemtepe,4,165,8,4,25000
 Keçiören , Hisar,4,135,12,2,16000
 Çankaya , Kırkkonaklar,5,150,20,1,25000
 Yenimahalle , İnönü,4,110,25,2,22000
 Sincan , Pınarbaşı,4,125,16,3,20000
 Çankaya , Zafertepe,4,118,22,0,22000
 Keçiören , Yayla,4,125,9,2,20000
 Mamak , Peyami Safa,4,110,18,3,15500
 Keçiören , Yayla,4,130,15,1,20000
 Keçiören , Ayvalı,4,135,19,1,31000
 Keçiören , Sancaktepe,4,145,10,3,23000
 Sincan , Mustafa Kemal,4,105,7,1,16000
 Yenimahalle , Ergazi,2,60,6,4,23000
 Sincan , Mustafa Kemal,5,150,0,6,22500
 Keçiören , Şefkat,4,123,29,2,14990
 Yenimahalle , Ergazi,3,85,4,7,35000
 Keçiören , Etlik,4,125,20,1,18500
 Keçiören , İncirli,3,135,20,1,16500
 Mamak , Çağlayan,3,100,8,1,15500
 Sincan , Plevne,4,120,21,4,13000
 Altındağ , Örnek,3,70,52,3,15000
 Mamak , Ege,5,175,1,0,32000
 Etimesgut , Ahi Mesut,4,165,12,3,26500
 Keçiören , Atapark,5,160,9,6,21500
 Altındağ , Zübeyde Hanım,4,130,30,1,20000
 Çankaya , Mürsel Uluç,4,130,20,3,21000
 Sincan , Mustafa Kemal,4,135,0,1,20000
 Gölbaşı , Taşpınar,3,75,4,2,25000
 Mamak , Diriliş,3,75,4,1,15950
 Yenimahalle , Demetgül,4,130,30,3,26000
 Çankaya , Emek,5,140,40,3,33000
 Altındağ , Beşikkaya,4,120,6,1,15750
 Çankaya , Fidanlık,4,120,40,7,22500
 Çankaya , Anıttepe,3,80,3,3,30000
 Çankaya , Emek,4,145,1,3,45000
 Etimesgut , Piyade,4,125,17,3,17000
 Etimesgut , Turkuaz,5,192,11,2,22000
 Keçiören , Ayvalı,4,120,25,3,20000
 Gölbaşı , Karşıyaka,4,115,16,1,18500
 Gölbaşı , Taşpınar,4,100,0,3,30000
 Çankaya , Birlik,3,125,8,6,35000
 Çankaya , İlkadım,3,78,30,0,15000
 Çankaya , Cebeci,4,128,36,3,26000
 Çubuk , Esenboğa Merkez,2,55,2,5,12000
 Gölbaşı , Şafak,4,100,0,1,20500
 Çankaya , Mimar Sinan,3,95,1,2,26000
 Çankaya , Osman Temiz,4,145,16,3,30000
 Çankaya , Ayrancı,4,135,50,4,29000
 Etimesgut , Elvan,3,85,20,1,13500
 Sincan , Pınarbaşı,4,130,12,1,14000
 Yenimahalle , Turgut Özal,4,138,5,3,31000
 Keçiören , Yayla,4,125,20,3,18500
 Çankaya , Cebeci,3,90,31,1,25000
 Altındağ , Aydınlıkevler,4,125,40,0,20000
 Çankaya , Sancak,5,180,30,1,35000
 Yenimahalle , Turgut Özal,2,65,4,7,28000
 Polatlı , Cumhuriyet,4,125,30,3,13000
 Gölbaşı , Karşıyaka,4,135,11,1,21000
 Polatlı , Şentepe,4,160,0,1,18000
 Sincan , Menderes,4,140,5,7,25000
 Pursaklar , Yunus Emre,4,160,16,8,25000
 Pursaklar , Yunus Emre,4,160,16,8,25000
 Çankaya , Sokullu Mehmet Paşa,4,125,31,2,21000
 Etimesgut , Atakent,4,120,21,2,15000
 Yenimahalle , Kentkoop,4,135,24,1,25000
 Keçiören , Etlik,3,105,16,-1,26000
 Altındağ , Feridun Çelik,4,135,4,1,18500
 Sincan , Pınarbaşı,4,120,16,3,18000
 Yenimahalle , Demetevler,4,134,26,2,18000
 Yenimahalle , Kentkoop,3,85,30,3,18750
 Gölbaşı , İncek,3,75,0,1,30000
 Sincan , Saraycık,3,90,0,1,14500
 Yenimahalle , Çarşı,3,105,40,3,17000
 Keçiören , Köşk,4,95,26,2,16500
 Etimesgut , Şeyh Şamil,3,90,26,3,23000
 Yenimahalle , Karşıyaka,4,120,11,3,15000
 Kahramankazan , Atatürk,4,125,21,2,15000
 Yenimahalle , Tepealtı,4,130,20,3,20000
 Gölbaşı , Bahçelievler,4,120,11,1,21000
 Sincan , Gökçek,4,110,21,3,18000
 Yenimahalle , Yunus Emre,4,120,22,1,25000
 Çankaya , Çiğdem,4,100,29,4,26000
 Mamak , Altıağaç,4,127,4,3,18500
 Çankaya , Aşıkpaşa,4,110,9,0,18000
 Keçiören , Yayla,4,135,20,0,15900
 Etimesgut , Eryaman,4,115,20,2,22000
 Altındağ , Gültepe,3,100,10,0,11000
 Altındağ , Güneşevler,4,130,7,3,20500
 Mamak , Demirlibahçe,4,90,30,3,19000
 Keçiören , Kalaba,3,95,25,1,13000
 Pursaklar , Mimar Sinan,4,115,11,3,15000
 Keçiören , Kanuni,3,80,40,0,16500
 Çankaya , Yukarı Bahçelievler,4,130,21,4,36000
 Polatlı , Şehitlik,4,150,23,-2,14000
 Çankaya , İleri,3,145,25,-3,20000
 Keçiören , Şehit Kubilay,4,125,15,1,15250
 Yenimahalle , Ata,4,135,20,3,20450
 Yenimahalle , Demetgül,4,130,30,1,21000
 Mamak , Şahintepe,4,140,9,3,18000
 Keçiören , Bağlarbaşı,4,135,16,2,19000
 Çankaya , Harbiye,4,130,38,2,21000
 Mamak , General Zeki Doğan,4,135,12,2,20000
 Sincan , Menderes,4,145,6,3,16000
 Çubuk , Barbaros,4,130,17,3,13000
 Çankaya , Hilal,5,180,20,1,38000
 Mamak , Şafaktepe,4,110,25,1,18000
 Yenimahalle , Demetlale,4,145,25,3,23000
 Altındağ , Gültepe,4,109,15,3,16000
 Çankaya , İşçi Blokları,3,90,30,2,25000
 Etimesgut , Elvan,4,125,17,3,18000
 Keçiören , Kafkas,2,100,5,-1,11000
 Mamak , Hürel,4,128,20,-1,13500
 Çankaya , Güzeltepe,5,155,30,1,38000
 Çankaya , Büyükesat,2,70,2,5,25000
 Çankaya , Bahçelievler,4,100,35,1,29000
 Çankaya , Ata,4,135,17,1,24500
 Çankaya , Metin Akkuş,4,130,25,3,18000
 Keçiören , İncirli,4,110,25,-1,13250
 Yenimahalle , Ergazi,4,120,25,8,26000
 Mamak , Şafaktepe,4,115,29,1,18000
 Etimesgut , Altay,3,85,26,3,26000
 Etimesgut , Oğuzlar,4,110,23,2,17000
 Çankaya , Çamlıtepe,4,120,40,6,24000
 Mamak , Türközü,4,125,15,2,18000
 Çankaya , Şehit Cevdet Özdemir,2,60,9,0,24000
 Etimesgut , Tunahan,4,128,23,7,19000
 Yenimahalle , Gazi,2,55,5,1,20000
 Mamak , Balkiraz,3,90,30,3,20000
 Çankaya , Kavaklıdere,4,95,40,1,21000
 Mamak , Karaağaç,3,90,8,0,12500
 Keçiören , Uyanış,3,110,25,1,12500
 Etimesgut , Topçu,4,100,15,1,14500
 Çankaya , Kavaklıdere,2,70,15,1,15000
 Çankaya , Yukarı Bahçelievler,4,110,35,1,29000
 Çankaya , Yaşamkent,4,160,16,4,36000
 Keçiören , Şenlik,4,130,29,1,17000
 Pursaklar , Ayyıldız,3,75,30,1,15000
 Keçiören , Ayvalı,4,130,20,3,17000
 Çankaya , Harbiye,4,110,28,1,28000
 Çankaya , Ertuğrulgazi,4,110,20,2,20000
 Çankaya , Şehit Cevdet Özdemir,3,90,21,1,18000
 Çankaya , Büyükesat,2,65,18,2,30000
 Çankaya , Naci Çakır,4,140,16,2,30000
 Mamak , Misket,4,110,16,2,16000
 Çankaya , Yaşamkent,2,45,7,1,21000
 Keçiören , Kanuni,4,130,20,3,16000
 Keçiören , Aktepe,3,110,15,3,15500
 Sincan , Mustafa Kemal,3,105,2,1,15000
 Etimesgut , Piyade,4,115,15,3,16500
 Altındağ , Gültepe,3,105,0,1,14000
 Çankaya , Yıldızevler,4,140,20,3,30000
 Mamak , Harman,3,80,10,0,14000
 Çankaya , Yukarı Bahçelievler,4,120,25,1,25000
 Yenimahalle , Gazi,3,90,20,1,25500
 Çankaya , Emek,4,110,40,0,37000
 Gölbaşı , Kızılcaşar,2,66,5,7,29500
 Mamak , General Zeki Doğan,4,120,23,-2,17000
 Etimesgut , İstasyon,3,100,12,3,13500
 Çankaya , Aydınlar,4,115,25,2,20000
 Çankaya , Mebusevleri,3,75,25,0,22000
 Yenimahalle , Yukarı Yahyalar,5,165,0,2,31000
 Mamak , Durali Alıç,4,120,6,-1,17500
 Çankaya , Esatoğlu,4,170,38,1,27500
 Çankaya , İlkbahar,2,55,5,3,32500
 Mamak , Peyami Safa,4,100,30,3,16500
 Çankaya , Birlik,5,165,16,3,30000
 Mamak , Zirvekent,2,65,12,1,8500
 Çankaya , Öveçler,4,140,20,3,28000
 Etimesgut , 30 Ağustos,4,115,15,2,18500
 Çankaya , Anıttepe,3,100,35,1,24000
 Sincan , Plevne,4,120,30,4,16500
 Altındağ , Örnek,3,75,45,2,9500
 Yenimahalle , Demetevler,4,120,30,3,18000
 Çankaya , Mutlukent,5,160,20,6,45000
 Çankaya , Tınaztepe,3,80,30,0,23000
 Çubuk , Yıldırım Beyazıt,4,110,15,0,10000
 Çankaya , Yıldızevler,5,170,26,3,40000
 Yenimahalle , Demetlale,4,125,35,6,17500
 Çankaya , Seyranbağları,4,105,35,3,18000
 Keçiören , Çaldıran,4,118,25,1,15000
 Keçiören , Atapark,5,165,9,-1,13000
 Yenimahalle , Kardelen,3,85,30,0,15000
 Çankaya , Harbiye,4,120,32,1,24000
 Mamak , Mehtap,4,105,25,1,15000
 Yenimahalle , Yeni Batı,4,155,30,2,35000
 Keçiören , Aşağı Eğlence,4,125,50,3,30000
 Keçiören , İncirli,4,124,25,2,20000
 Yenimahalle , Demetgül,4,125,28,1,20000
 Çankaya , Barbaros,3,90,45,1,24500
 Mamak , Fahri Korutürk,4,135,8,3,17500
 Yenimahalle , Demetevler,4,138,21,2,22000
 Keçiören , İncirli,4,125,15,2,21000
 Çankaya , İlkadım,2,75,30,-3,7500
 Mamak , Balkiraz,3,95,30,0,13000
 Çankaya , Huzur,4,120,23,3,20000
 Çankaya , Bahçelievler,4,105,40,1,23000
 Keçiören , Tepebaşı,4,145,30,1,21000
 Çankaya , Harbiye,4,125,28,3,21500
 Etimesgut , Eryaman,4,150,18,6,29000
 Etimesgut , Atayurt,3,84,12,7,17500
 Keçiören , Aşağı Eğlence,4,130,25,3,21000
 Çankaya , İşçi Blokları,3,89,39,4,23000
 Yenimahalle , Işınlar,4,149,25,1,25000
 Keçiören , Aşağı Eğlence,4,115,30,3,17500
 Çankaya , Emek,4,130,30,3,28000
 Keçiören , Şehit Kubilay,4,130,16,1,21000
 Sincan , Saraycık,5,175,0,3,24000
 Gölbaşı , Taşpınar,2,45,0,1,25000
 Keçiören , Etlik,4,120,30,1,20500
 Keçiören , Ayvalı,4,125,30,2,18500
 Çankaya , Osman Temiz,5,145,25,2,26000
 Keçiören , Etlik,4,120,26,-2,19000
 Keçiören , Atapark,4,135,4,3,21000
 Keçiören , Yükseltepe,3,105,4,1,21500
 Çankaya , Alacaatlı,3,100,1,3,42500
 Altındağ , Güneşevler,4,125,10,2,22000
 Keçiören , Ayvalı,3,100,20,0,13000
 Çankaya , Harbiye,3,90,30,1,23000
 Sincan , Mareşal Çakmak,4,120,17,3,17000
 Keçiören , Aşağı Eğlence,4,140,18,2,35000
 Çankaya , Osman Temiz,4,135,22,2,22000
 Keçiören , Etlik,4,125,25,3,21000
 Keçiören , Ufuktepe,3,110,13,0,15500
 Keçiören , Esertepe,4,115,10,1,15000
 Mamak , Şahintepe,5,165,8,3,18400
 Sincan , Menderes,3,95,0,0,15000
 Sincan , Fevzi Çakmak,2,60,20,1,13500
 Keçiören , Yayla,3,75,11,-1,15000
 Yenimahalle , Varlık,3,95,30,3,15000
 Keçiören , Hisar,4,140,15,2,16000
 Sincan , Gazi Osmanpaşa,4,121,30,6,15000
 Keçiören , 19 Mayıs,4,115,25,1,13000
 Çankaya , İlkadım,4,190,20,1,24500
 Yenimahalle , Yunus Emre,4,125,30,1,16000
 Altındağ , Örnek,3,80,50,6,8000
 Yenimahalle , Işınlar,3,115,30,3,16000
 Altındağ , Karapürçek,4,120,13,3,15000
 Çankaya , İlkadım,4,150,22,1,30000
 Keçiören , Güçlükaya,4,115,30,2,15750
 Yenimahalle , Emniyet,2,86,0,4,35000
 Çankaya , Ata,4,130,18,1,24000
 Çankaya , Metin Akkuş,2,75,30,-3,17500
 Çankaya , Aziziye,2,80,13,3,42000
 Çankaya , Hilal,5,150,25,-1,30000
 Çankaya , Güvenevler,4,120,45,3,32000
 Mamak , Durali Alıç,5,140,10,-1,13000
 Yenimahalle , Yunus Emre,4,110,40,6,15000
 Çankaya , Çamlıtepe,2,50,0,3,25000
 Çankaya , Kocatepe,3,90,25,3,35000
 Mamak , Abidinpaşa,4,115,30,0,15500
 Mamak , Abidinpaşa,4,110,30,6,15000
 Keçiören , Aşağı Eğlence,3,95,20,0,15000
 Etimesgut , Şeyh Şamil,2,60,21,2,17000
 Mamak , Altıağaç,4,130,12,6,20000
 Etimesgut , 30 Ağustos,4,100,25,2,20100
 Sincan , Akşemsettin,4,110,21,1,21000
 Keçiören , Aşağı Eğlence,4,105,31,3,25000
 Sincan , Alcı,4,155,4,4,13000
 Mamak , Demirlibahçe,4,120,31,0,18000
 Polatlı , Şehitlik,4,130,30,1,18250
 Mamak , Akdere,4,120,17,2,14800
 Etimesgut , Bağlıca,5,175,5,3,38000
 Altındağ , Aydınlıkevler,4,110,8,2,24000
 Keçiören , Yayla,4,125,15,2,17000
 Çankaya , Ayrancı,4,110,31,2,22500
 Altındağ , Hacettepe,4,125,30,1,20000
 Mamak , Akşemsettin,4,135,0,8,22500
 Yenimahalle , Uğur Mumcu,3,90,30,0,18250
 Gölbaşı , İncek,3,75,0,0,25000
 Mamak , Cengizhan,4,125,14,1,16500
 Keçiören , Şenlik,4,110,31,-1,15500
 Keçiören , Köşk,4,110,18,1,12850
 Sincan , Ertuğrulgazi,4,130,21,2,16000
 Yenimahalle , Demetlale,3,100,26,0,18500
 Etimesgut , Atakent,4,120,25,3,16000
 Çankaya , Üniversiteler,4,140,30,2,38000
 Altındağ , Yıldıztepe,4,125,5,3,20000
 Sincan , Osmanlı,4,120,30,6,13000
 Çankaya , Kazım Özalp,4,175,21,-1,23000
 Keçiören , Kalaba,4,125,30,1,12800
 Çankaya , Seyranbağları,4,120,35,2,20000
 Çankaya , Harbiye,4,120,20,6,21000
 Sincan , Selçuklu,4,125,21,1,17000
 Mamak , Tuzluçayır,4,125,16,4,16750
 Keçiören , Aşağı Eğlence,3,100,45,1,18000
 Çankaya , Mustafa Kemal,2,75,4,3,42500
 Çankaya , Harbiye,3,110,30,0,19500
 Çankaya , Mimar Sinan,4,120,7,1,25500
 Yenimahalle , Demetgül,4,130,30,3,28000
 Çankaya , Büyükesat,4,110,25,-3,23000
 Keçiören , Etlik,5,165,30,3,23000
 Etimesgut , Bağlıca,4,155,12,4,29000
 Gölbaşı , Taşpınar,3,75,1,1,21500
 Çubuk , Cumhuriyet,4,150,15,1,12000
 Yenimahalle , Yunus Emre,4,120,30,6,22000
 Çankaya , Bademlidere,4,150,5,3,23000
 Sincan , Gazi Osmanpaşa,4,120,15,5,17000
 Keçiören , Basınevleri,4,120,20,3,14000
 Çankaya , Kavaklıdere,3,75,5,1,23000
 Etimesgut , Eryaman,3,80,18,5,19000
 Altındağ , Karapürçek,4,115,16,2,18000
 Etimesgut , Şeker,2,80,10,3,20000
 Keçiören , Şenlik,4,115,25,1,12000
 Çankaya , Büyükesat,2,70,1,-2,27000
 Çankaya , Doğuş,3,82,3,1,25500
 Çankaya , Güvenevler,4,110,35,0,23500
 Çankaya , Kırkkonaklar,4,130,15,1,21000
 Yenimahalle , Varlık,4,160,6,1,39000
 Çankaya , Ayrancı,4,140,31,1,29000
 Çankaya , Mürsel Uluç,4,145,20,6,25000
 Gölbaşı , Taşpınar,4,115,0,6,37000
 Keçiören , Kavacık Subayevleri,4,120,35,1,16000
 Altındağ , Aydınlıkevler,3,75,35,3,18000
 Mamak , Cengizhan,4,135,10,2,16500
 Mamak , Kutlu,2,85,8,0,15000
 Keçiören , Ayvalı,4,130,11,1,25000
 Çankaya , Metin Akkuş,4,115,29,2,20000
 Gölbaşı , Karşıyaka,4,115,16,1,18500
 Çankaya , Ön Cebeci,4,140,8,2,27500
 Sincan , Mustafa Kemal,5,160,1,2,28000
 Keçiören , Şefkat,4,110,35,1,16000
 Çankaya , Yücetepe,4,130,45,3,25000
 Sincan , Atatürk,4,145,21,4,17000
 Mamak , Balkiraz,4,110,23,1,16500
 Çankaya , Mebusevleri,3,115,40,6,25250
 Pursaklar , Fatih,4,115,15,-1,12500
 Mamak , Altıağaç,4,110,15,1,12500
 Keçiören , Etlik,3,120,35,3,19000
 Çankaya , İncesu,3,85,35,3,20000
 Gölbaşı , Örencik,2,70,0,1,22000
 Yenimahalle , Turgut Özal,2,50,0,1,17500
 Çankaya , Karapınar,4,135,17,3,30000
 Keçiören , Etlik,4,120,15,3,15000
 Yenimahalle , Demetevler,4,120,35,5,20000
 Keçiören , Şenlik,4,125,30,1,25000
 Gölbaşı , Eymir,4,102,18,4,20000
 Altındağ , Örnek,3,80,50,2,12000
 Keçiören , Basınevleri,4,120,32,8,25000
 Sincan , Mustafa Kemal,2,85,0,1,13000
 Çankaya , Doğuş,4,120,40,3,27000
 Çankaya , Arka Topraklık,3,80,45,1,14000
 Etimesgut , Oğuzlar,4,110,23,4,16000
 Etimesgut , Yapracık,2,66,5,4,29500
 Çankaya , İleri,4,110,42,3,20000
 Polatlı , Şehitlik,4,135,6,3,18000
 Çankaya , Tınaztepe,3,95,35,2,17000
 Gölbaşı , Eymir,4,120,15,1,22000
 Altındağ , Hacettepe,3,95,20,3,24000
 Keçiören , Kuşcağız,4,135,26,1,18000
 Çankaya , Sokullu Mehmet Paşa,3,80,27,0,22000
 Çankaya , Yukarı Dikmen,2,75,3,3,38500
 Çankaya , Aşıkpaşa,4,100,16,1,25000
 Çankaya , Yukarı Öveçler,5,150,20,2,40000
 Çankaya , Gaziosmanpaşa,3,85,50,1,20000
 Yenimahalle , Işınlar,3,100,38,2,22000
 Çankaya , Bağcılar,3,120,11,2,30000
 Çankaya , Dumlupınar,4,130,30,5,29000
 Etimesgut , Şeyh Şamil,2,50,29,2,17900
 Mamak , General Zeki Doğan,4,130,0,1,25000
 Çankaya , Kültür,5,155,26,0,35000
 Etimesgut , İstasyon,4,120,13,2,20000
 Gölbaşı , Taşpınar,2,45,1,0,22000
 Çankaya , İşçi Blokları,3,90,35,3,23000
 Keçiören , Kavacık Subayevleri,4,120,32,1,20000
 Etimesgut , Şehit Osman Avcı,2,55,9,4,21000
 Keçiören , Etlik,4,120,30,1,17000
 Çankaya , Emek,3,75,35,0,17500
 Keçiören , Esertepe,4,125,18,3,22000
 Gölbaşı , Taşpınar,2,50,2,2,23000
 Çankaya , Yaşamkent,2,80,2,0,18500
 Çankaya , Küçükesat,4,105,45,3,20000
 Altındağ , Örnek,3,76,40,1,12500
 Etimesgut , Yeni Bağlıca,3,90,0,2,24000
 Çankaya , Zafertepe,3,105,0,-2,22500
 Gölbaşı , Örencik,4,120,0,1,26000
 Etimesgut , Süvari,4,125,15,3,16000
 Keçiören , Pınarbaşı,4,130,25,2,16000
 Pursaklar , Yunus Emre,4,125,15,2,25000
 Altındağ , Aydınlıkevler,4,90,45,6,14000
 Polatlı , Mehmet Akif,4,130,4,0,10000
 Sincan , Malazgirt,3,120,11,2,15000
 Çankaya , Sancak,4,140,21,4,29500
 Etimesgut , Şeker,3,95,6,3,25000
 Çankaya , İleri,3,85,45,0,17500
 Etimesgut , Atayurt,4,137,11,4,16000
 Keçiören , Kalaba,3,85,38,2,12000
 Çubuk , Cumhuriyet,4,135,15,4,13000
 Keçiören , Şenlik,4,125,35,3,14000
 Çankaya , Büyükesat,3,90,1,1,36500
 Çankaya , Cevizlidere,4,125,21,3,26500
 Çankaya , İşçi Blokları,2,55,10,-1,35000
 Mamak , Misket,3,100,10,2,20000
 Etimesgut , Altay,3,85,11,1,23000
 Çankaya , Üniversiteler,3,85,15,1,28000
 Etimesgut , 30 Ağustos,3,85,18,1,22500
 Çankaya , Hilal,4,165,16,1,32000
 Gölbaşı , Taşpınar,2,70,0,2,20000
 Çankaya , Ayrancı,3,120,26,1,23000
 Çubuk , Esenboğa Merkez,2,48,4,1,12250
 Çankaya , Yukarı Bahçelievler,4,115,45,1,25000
 Yenimahalle , Demetevler,4,130,30,2,22000
 Çankaya , Zafertepe,4,135,0,5,23250
 Keçiören , Şehit Kubilay,4,135,10,3,16750
 Mamak , Cengizhan,3,120,13,3,10000
 Keçiören , Pınarbaşı,4,115,35,2,21000
 Etimesgut , Yukarıyurtçu,5,175,8,4,21000
 Çankaya , Kavaklıdere,4,110,40,6,25000
 Çankaya , Maltepe,3,65,1,3,30500
 Keçiören , Ayvalı,4,140,25,6,15000
 Mamak , Fahri Korutürk,4,115,13,2,15000
 Keçiören , Basınevleri,4,120,25,1,22500
 Mamak , General Zeki Doğan,4,120,21,3,14000
 Yenimahalle , Pamuklar,4,160,17,5,27000
 Etimesgut , İstasyon,4,145,15,1,17500
 Çankaya , Naci Çakır,4,120,25,1,24500
 Çankaya , Naci Çakır,4,120,25,1,24500
 Gölbaşı , Kızılcaşar,3,75,1,3,25000
 Keçiören , Kanuni,4,145,3,4,23000
 Çankaya , Bahçelievler,5,175,32,3,38000
 Yenimahalle , Işınlar,4,170,25,1,25000
 Çankaya , Sokullu Mehmet Paşa,4,120,29,2,18500
 Keçiören , Yayla,4,120,17,3,17500
 Keçiören , Ayvalı,3,130,30,2,17000
 Çankaya , Ata,4,145,15,1,29000
 Yenimahalle , Demetgül,4,130,45,2,27000
 Çankaya , Huzur,4,125,23,1,23500
 Keçiören , Karargahtepe,3,90,30,2,12000
 Keçiören , Etlik,4,140,18,-1,15500
 Keçiören , Etlik,4,125,20,2,22000
 Çankaya , Esatoğlu,2,50,40,-1,21000
 Etimesgut , Ayyıldız,4,135,23,6,21000
 Çankaya , Anıttepe,4,130,30,1,30000
 Keçiören , Ayvalı,5,155,25,3,24000
 Keçiören , Aşağı Eğlence,3,90,28,0,23750
 Mamak , Misket,4,135,15,1,18200
 Çankaya , Naci Çakır,4,100,35,0,16500
 Mamak , Derbent,4,140,0,4,17000
 Çankaya , İlkadım,4,190,20,1,24500
 Çankaya , Fakülteler,4,115,26,4,32500
 Sincan , Gazi Osmanpaşa,4,121,30,2,14000
 Çankaya , Sancak,2,65,2,3,40000
 Yenimahalle , Demetgül,4,135,30,3,13000
 Çankaya , Emek,3,85,45,-3,29500
 Keçiören , Şehit Kubilay,4,130,15,1,21000
 Keçiören , Şenlik,4,120,40,1,16000
