İlçe,Mahalle,Oda,Salon,m^2,Bina Yaşı,Kat,Fiyat
 Etimesgut , Atakent Mah.,5,1,240,18,6,19500
 Altındağ , Feridun Çelik Mah.,3,1,130,4,7,18000
 Pursaklar , Yunus Emre Mah.,3,1,125,17,3,16500
 Polatlı , Fatih Mah.,3,1,140,20,2,13000
 Keçiören , Etlik Mah.,3,1,120,30,1,26000
 Keçiören , Aşağı Eğlence Mah.,3,1,115,21,2,17000
 Çankaya , İlkadım Mah.,3,1,105,26,1,28000
 Çubuk , Yenice Mah.,2,1,52,0,9,12500
 Sincan , Osmanlı Mah.,3,1,130,16,4,14500
 Keçiören , Ayvalı Mah.,3,1,130,20,-1,16500
 Çankaya , Seyranbağları Mah.,3,1,115,35,1,20000
 Keçiören , Pınarbaşı Mah.,3,1,135,25,3,25000
 Etimesgut , Bağlıca Mah.,1,1,50,2,2,24000
 Çankaya , Çankaya Mah.,1,1,60,0,1,45000
 Mamak , Aşık Veysel Mah.,2,1,110,37,3,20000
 Gölbaşı , Taşpınar Mah.,4,1,130,0,3,27000
 Etimesgut , Şeyh Şamil Mah.,3,1,98,20,3,19000
 Gölbaşı , Kızılcaşar Mah.,1,0,35,1,2,20000
 Etimesgut , Yeni Bağlıca Mah.,3,1,190,23,6,38000
 Çankaya , Anıttepe Mah.,3,1,100,59,3,22000
 Mamak , Mutlu Mah.,3,1,125,12,1,15250
 Altındağ , Örnek Mah.,2,1,80,52,3,10000
 Keçiören , Ayvalı Mah.,3,1,130,20,0,22500
 Çankaya , Zafertepe Mah.,3,1,100,35,3,18000
 Keçiören , Ayvalı Mah.,3,1,150,7,9,27000
 Gölbaşı , Taşpınar Mah.,2,1,100,1,6,23500
 Keçiören , Etlik Mah.,3,1,120,25,2,20900
 Mamak , Cengizhan Mah.,3,1,120,10,3,18000
 Yenimahalle , Anadolu Mah.,3,1,110,7,1,16500
 Çankaya , Beytepe Mah.,4,1,254,1,10,87000
 Mamak , General Zeki Doğan Mah.,3,1,115,15,1,17500
 Yenimahalle , Kaletepe Mah.,3,1,145,8,1,25000
 Etimesgut , Tunahan Mah.,2,1,79,22,4,26000
 Yenimahalle , Burç Mah.,4,1,200,2,6,30500
 Çankaya , Fakülteler Mah.,2,1,90,30,0,18500
 Mamak , Demirlibahçe Mah.,2,1,85,35,1,16500
 Keçiören , Tepebaşı Mah.,3,1,130,37,3,20000
 Çankaya , Şehit Cengiz Karaca Mah.,3,1,145,13,-1,30000
 Çankaya , Umut Mah.,2,1,95,25,1,16000
 Altındağ , Karapürçek Mah.,3,1,125,12,1,17000
 Keçiören , Aşağı Eğlence Mah.,2,1,95,28,6,15500
 Çankaya , Alacaatlı Mah.,4,1,180,0,21,63000
 Mamak , Peyami Safa Mah.,2,1,100,0,0,16500
 Çankaya , İleri Mah.,2,1,85,45,1,14000
 Etimesgut , Şeyh Şamil Mah.,3,1,110,26,3,26000
 Yenimahalle , İnönü Mah.,3,1,120,26,5,22000
 Çankaya , Seyranbağları Mah.,2,1,100,40,2,15000
 Çankaya , İncesu Mah.,3,1,110,30,3,16500
 Keçiören , Ayvalı Mah.,3,1,120,25,3,18000
 Mamak , Diriliş Mah.,2,1,85,0,1,25000
 Mamak , Aşık Veysel Mah.,2,1,100,18,0,15000
 Çankaya , Aşağı Öveçler Mah.,2,1,110,25,-1,14000
 Çankaya , Topraklık Mah.,2,1,95,35,1,18000
 Çankaya , Fakülteler Mah.,3,1,150,25,1,25000
 Altındağ , Aydınlıkevler Mah.,2,1,105,45,3,10000
 Polatlı , Şehitlik Mah.,3,1,160,25,6,14500
 Pursaklar , Ayyıldız Mah.,2,1,75,30,3,17000
 Çankaya , Ümit Mah.,3,1,140,25,1,46000
 Polatlı , Cumhuriyet Mah.,3,1,125,30,4,8500
 Keçiören , Yayla Mah.,3,1,120,15,1,20000
 Çankaya , Ümit Mah.,4,1,190,11,6,55000
 Keçiören , Ayvalı Mah.,3,1,125,29,1,14000
 Keçiören , Bağlarbaşı Mah.,3,1,110,16,1,15000
 Mamak , Balkiraz Mah.,3,0,110,25,2,17000
 Çankaya , Anıttepe Mah.,2,1,95,31,4,21000
 Çankaya , Yıldızevler Mah.,3,1,130,30,4,17500
 Etimesgut , Altay Mah.,2,1,85,25,3,29000
 Keçiören , Kavacık Subayevleri Mah.,2,1,95,35,1,19500
 Keçiören , Gümüşdere Mah.,3,1,105,31,3,19000
 Keçiören , Tepebaşı Mah.,3,1,115,40,3,14000
 Çankaya , Küçükesat Mah.,1,1,60,28,2,35000
 Çankaya , Huzur Mah.,3,1,125,21,3,26500
 Çankaya , Emek Mah.,2,1,80,40,0,15000
 Altındağ , Battalgazi Mah.,3,1,120,7,3,17000
 Sincan , Mareşal Çakmak Mah.,3,1,125,20,4,16000
 Altındağ , Örnek Mah.,2,1,75,50,6,12000
 Keçiören , Yükseltepe Mah.,3,1,125,10,4,16500
 Keçiören , Bağlarbaşı Mah.,3,1,125,30,1,25000
 Etimesgut , Şehit Osman Avcı Mah.,1,1,65,10,2,19500
 Çankaya , Beytepe Mah.,1,1,82,0,7,35000
 Mamak , Zirvekent Mah.,1,1,75,10,2,10000
 Çankaya , Harbiye Mah.,3,1,110,3,0,26500
 Sincan , Alcı Mah.,3,1,155,3,3,11000
 Sincan , Mustafa Kemal Mah.,3,1,165,0,1,19000
 Gölbaşı , Karşıyaka Mah.,3,1,135,0,1,28500
 Yenimahalle , Tepealtı Mah.,3,1,135,25,0,26500
 Yenimahalle , Yunus Emre Mah.,3,1,90,25,1,16500
 Etimesgut , Şehit Osman Avcı Mah.,1,1,55,9,0,21000
 Çankaya , Metin Akkuş Mah.,2,1,80,23,0,14000
 Çankaya , Akpınar Mah.,3,1,145,22,1,25000
 Sincan , Pınarbaşı Mah.,3,1,115,4,3,17000
 Etimesgut , Altay Mah.,4,1,150,1,13,43000
 Mamak , Şahintepe Mah.,3,1,120,18,2,20000
 Gölbaşı , Taşpınar Mah.,3,1,110,1,6,35000
 Çankaya , Ata Mah.,2,1,100,33,1,21000
 Çankaya , Aydınlar Mah.,3,1,125,30,2,30000
 Gölbaşı , İncek Mah.,1,1,55,0,1,20000
 Mamak , Demirlibahçe Mah.,3,1,110,25,1,18000
 Mamak , Ege Mah.,3,1,120,4,10,27000
 Çankaya , Büyükesat Mah.,4,1,270,30,6,55000
 Sincan , Mustafa Kemal Mah.,2,1,85,0,1,13000
 Polatlı , Mehmet Akif Mah.,3,1,130,20,6,13000
 Keçiören , Pınarbaşı Mah.,3,1,120,27,2,16000
 Polatlı , Şehitlik Mah.,3,1,115,21,3,9750
 Keçiören , İncirli Mah.,3,1,120,25,2,20000
 Etimesgut , Atayurt Mah.,2,1,94,12,3,13000
 Polatlı , Cumhuriyet Mah.,3,1,125,25,4,10500
 Keçiören , Şenlik Mah.,2,1,90,35,0,16000
 Çankaya , Beytepe Mah.,1,1,44,4,16,24000
 Etimesgut , Göksu Mah.,2,1,105,22,11,22000
 Yenimahalle , Yakacık Mah.,3,1,150,0,2,22500
 Mamak , Şahap Gürler Mah.,3,1,100,5,-1,14000
 Çankaya , İşçi Blokları Mah.,1,1,55,21,2,20000
 Polatlı , Zafer Mah.,3,1,160,15,4,16800
 Altındağ , Karapürçek Mah.,3,1,130,5,2,17000
 Etimesgut , Atayurt Mah.,2,1,125,12,1,13500
 Altındağ , Beşikkaya Mah.,3,1,140,5,3,17750
 Altındağ , Yıldıztepe Mah.,3,1,125,11,0,16500
 Etimesgut , Alsancak Mah.,3,1,120,15,3,15500
 Keçiören , Osmangazi Mah.,3,1,135,11,-2,18500
 Mamak , Cengizhan Mah.,4,1,173,0,0,40000
 Yenimahalle , Turgut Özal Mah.,5,1,220,0,6,46000
 Polatlı , Şehitlik Mah.,4,1,185,10,3,25000
 Etimesgut , Elvan Mah.,3,1,145,20,4,28000
 Yenimahalle , Beştepe Mah.,2,1,90,50,1,20000
 Altındağ , Aydınlıkevler Mah.,2,1,100,45,3,12000
 Polatlı , Şentepe Mah.,3,1,165,25,3,16500
 Yenimahalle , Emniyet Mah.,2,1,140,0,10,60000
 Çankaya , Keklik Pınarı Mah.,3,1,115,31,3,25000
 Etimesgut , Elvan Mah.,2,1,90,17,0,15000
 Altındağ , Baraj Mah.,2,1,100,6,0,15000
 Mamak , Kartaltepe Mah.,3,1,120,8,0,23000
 Yenimahalle , Varlık Mah.,4,1,160,17,3,33000
 Sincan , 29 Ekim Mah.,5,1,250,17,6,19000
 Etimesgut , Güzelkent Mah.,3,1,120,20,3,25000
 Altındağ , Aydınlıkevler Mah.,2,1,100,45,3,12500
 Çubuk , Yıldırım Beyazıt Mah.,3,1,130,17,6,12500
 Altındağ , Gültepe Mah.,3,1,110,12,7,18500
 Mamak , Bostancık Mah.,3,1,120,3,1,17000
 Çankaya , İlkadım Mah.,3,1,120,20,1,25000
 Sincan , Gökçek Mah.,3,1,120,21,3,19500
 Mamak , Mutlu Mah.,3,1,130,10,2,20000
 Yenimahalle , Serhat Mah.,3,1,166,11,5,29000
 Yenimahalle , İnönü Mah.,2,1,100,0,9,60000
 Altındağ , Aydınlıkevler Mah.,2,1,110,4,1,25500
 Yenimahalle , Kardelen Mah.,3,1,145,14,1,26500
 Keçiören , Ayvalı Mah.,2,1,150,14,0,18000
 Mamak , Cengizhan Mah.,3,1,135,10,7,16000
 Sincan , Malazgirt Mah.,3,1,130,15,3,15000
 Çankaya , Yukarı Bahçelievler Mah.,3,1,125,31,1,29000
 Altındağ , Aydınlıkevler Mah.,3,1,115,5,2,30000
 Çankaya , Aşıkpaşa Mah.,4,1,135,24,3,25500
 Etimesgut , Şehit Osman Avcı Mah.,3,1,110,29,3,28000
 Etimesgut , Bağlıca Mah.,4,1,225,8,14,36500
 Altındağ , Zübeyde Hanım Mah.,3,1,110,25,6,19000
 Çankaya , Mebusevleri Mah.,3,1,150,40,6,47500
 Sincan , Mustafa Kemal Mah.,3,1,130,0,3,24000
 Çankaya , Karapınar Mah.,3,1,150,19,4,26000
 Çankaya , Harbiye Mah.,3,1,110,30,0,25000
 Altındağ , Karapürçek Mah.,3,1,120,0,0,16999
 Keçiören , Ayvalı Mah.,3,1,140,10,6,31000
 Mamak , Harman Mah.,3,1,115,5,2,19000
 Sincan , 29 Ekim Mah.,3,1,130,4,3,22750
 Polatlı , Şehitlik Mah.,4,1,175,7,6,18000
 Keçiören , Yükseltepe Mah.,3,1,135,1,0,18000
 Çankaya , Üniversiteler Mah.,4,1,240,24,10,47500
 Etimesgut , Yapracık Mah.,3,1,137,12,4,22000
 Yenimahalle , Demetgül Mah.,2,1,95,35,0,11000
 Çankaya , Birlik Mah.,6,1,245,26,4,35000
 Yenimahalle , Varlık Mah.,3,1,165,4,3,40000
 Mamak , Gülveren Mah.,3,1,135,15,6,18000
 Mamak , Durali Alıç Mah.,3,1,140,1,6,17500
 Çankaya , Mürsel Uluç Mah.,3,1,140,14,2,30000
 Çankaya , Cebeci Mah.,2,1,125,10,5,20000
 Çankaya , Gaziosmanpaşa Mah.,3,1,120,2,6,45000
 Çankaya , Kırkkonaklar Mah.,5,1,225,11,4,39000
 Çankaya , Mutlukent Mah.,4,1,170,5,9,63000
 Çankaya , Ümit Mah.,3,1,160,5,1,38000
 Çankaya , Büyükesat Mah.,3,1,135,19,15,47500
 Etimesgut , Piyade Mah.,3,1,160,7,3,18000
 Çankaya , Huzur Mah.,3,1,110,24,1,25000
 Polatlı , Gazi Mah.,3,1,120,25,2,16000
 Çankaya , Büyükesat Mah.,5,1,350,25,6,49500
 Mamak , Mehtap Mah.,3,1,135,15,-2,15000
 Çankaya , Remzi Oğuz Arık Mah.,4,1,165,40,2,30000
 Keçiören , Yakacık Mah.,3,1,90,30,0,17500
 Çankaya , Mürsel Uluç Mah.,3,1,120,15,2,24000
 Yenimahalle , Tepealtı Mah.,3,1,110,20,3,18000
 Çankaya , Kızılırmak Mah.,3,1,170,20,7,41000
 Çankaya , Osman Temiz Mah.,2,1,265,20,2,17500
 Çankaya , Eti Mah.,4,1,185,31,1,26000
 Çankaya , Remzi Oğuz Arık Mah.,3,1,130,35,1,38000
 Etimesgut , Atakent Mah.,2,1,100,20,0,13500
 Çankaya , Mürsel Uluç Mah.,2,1,125,20,3,19000
 Çankaya , Çukurambar Mah.,3,1,145,15,2,39000
 Çankaya , Mürsel Uluç Mah.,3,1,140,18,2,25000
 Etimesgut , Topçu Mah.,2,1,90,15,1,15500
 Çankaya , Ön Cebeci Mah.,3,1,100,50,1,18000
 Gölbaşı , Gaziosmanpaşa Mah.,3,1,130,10,6,30000
 Çankaya , İlkadım Mah.,3,1,150,11,2,21500
 Çankaya , Doğuş Mah.,3,1,120,35,1,30000
 Çankaya , Bahçelievler Mah.,2,1,80,0,0,33000
 Çankaya , Çamlıtepe Mah.,2,1,90,35,-3,14000
 Polatlı , Şehitlik Mah.,4,1,220,25,3,12000
 Keçiören , Yeşiltepe Mah.,3,1,110,20,3,15000
 Çankaya , Keklik Pınarı Mah.,2,1,120,20,-1,23000
 Çankaya , Nasuh Akar Mah.,2,1,90,25,1,20000
 Çankaya , Naci Çakır Mah.,1,1,60,0,0,22000
 Çubuk , Cumhuriyet Mah.,2,0,75,0,1,14000
 Polatlı , Kurtuluş Mah.,3,1,130,20,3,12000
 Polatlı , Şentepe Mah.,3,1,165,4,6,16000
 Yenimahalle , Yunus Emre Mah.,3,1,110,26,2,18500
 Mamak , General Zeki Doğan Mah.,2,1,90,19,2,18000
 Polatlı , Mehmet Akif Mah.,3,1,115,10,3,12000
 Keçiören , Kalaba Mah.,3,1,100,30,-1,14500
 Çankaya , Kavaklıdere Mah.,2,1,105,50,3,27000
 Etimesgut , Şehit Osman Avcı Mah.,1,1,65,16,3,18500
 Etimesgut , Topçu Mah.,3,1,115,16,1,15500
 Çubuk , Yıldırım Beyazıt Mah.,1,1,55,0,3,10000
 Çankaya , Tınaztepe Mah.,2,1,85,35,0,19000
 Altındağ , Gültepe Mah.,2,1,91,0,1,14750
 Çankaya , Kırkkonaklar Mah.,4,1,150,0,3,28000
 Mamak , Demirlibahçe Mah.,3,1,110,30,4,18000
 Çankaya , Maltepe Mah.,2,1,100,40,1,20000
 Etimesgut , Şehit Osman Avcı Mah.,3,1,145,15,5,30000
 Altındağ , Zübeyde Hanım Mah.,3,1,125,25,3,16000
 Altındağ , Baraj Mah.,4,1,165,11,10,15000
 Altındağ , Gültepe Mah.,3,1,130,13,7,20000
 Çankaya , Ertuğrulgazi Mah.,3,1,100,40,3,7500
 Keçiören , Ayvalı Mah.,3,1,130,20,1,25000
 Çankaya , Bahçelievler Mah.,2,1,85,40,3,23000
 Polatlı , Zafer Mah.,3,1,160,15,3,17000
 Çankaya , İşçi Blokları Mah.,1,0,30,35,2,22000
 Çankaya , Ayrancı Mah.,3,1,135,25,1,30000
 Mamak , Cengizhan Mah.,3,1,130,10,1,18000
 Altındağ , Zübeyde Hanım Mah.,3,1,130,20,3,23000
 Yenimahalle , Özevler Mah.,3,1,130,31,6,18000
 Çankaya , Göktürk Mah.,2,1,80,30,-1,25000
 Çankaya , Seyranbağları Mah.,3,1,110,30,1,18000
 Çankaya , Konutkent Mah.,3,1,120,25,-3,28000
 Altındağ , Örnek Mah.,1,1,65,40,1,7000
 Etimesgut , Şeyh Şamil Mah.,3,1,125,17,3,29000
 Gölbaşı , Kızılcaşar Mah.,4,2,326,4,21,75000
 Yenimahalle , Pamuklar Mah.,3,1,140,8,8,30000
 Çankaya , Cebeci Mah.,3,1,130,21,3,28000
 Pursaklar , Mimar Sinan Mah.,3,1,110,20,1,16000
 Çankaya , Malazgirt Mah.,3,1,160,23,1,21000
 Keçiören , Şehit Kubilay Mah.,3,1,120,11,1,15000
 Çankaya , İlkbahar Mah.,4,1,230,11,8,31000
 Keçiören , Atapark Mah.,6,2,280,2,21,53000
 Mamak , Kazım Orbay Mah.,3,1,120,15,3,19000
 Sincan , Fatih Mah.,2,1,75,30,2,14000
 Keçiören , Ayvalı Mah.,3,1,135,15,1,20000
 Yenimahalle , Demetlale Mah.,3,1,140,26,4,17000
 Sincan , Ertuğrulgazi Mah.,3,1,120,22,1,15000
 Keçiören , Basınevleri Mah.,3,1,120,30,1,15500
 Çankaya , Çankaya Mah.,1,1,65,0,0,45000
 Çankaya , İlkadım Mah.,3,1,105,26,1,19000
 Keçiören , Tepebaşı Mah.,3,1,115,40,3,16000
 Keçiören , Tepebaşı Mah.,3,1,110,30,4,16000
 Sincan , Fevzi Çakmak Mah.,2,1,98,16,6,13500
 Keçiören , Etlik Mah.,3,1,120,25,1,23500
 Çankaya , Güzeltepe Mah.,5,1,360,16,4,65000
 Etimesgut , Şeyh Şamil Mah.,1,1,55,20,2,17000
 Altındağ , Aydınlıkevler Mah.,3,1,100,30,3,17000
 Çankaya , Bahçelievler Mah.,3,1,115,45,1,25000
 Yenimahalle , Demetevler Mah.,3,1,135,26,7,29000
 Çankaya , İşçi Blokları Mah.,3,1,95,40,3,27000
 Yenimahalle , Yunus Emre Mah.,3,1,105,27,6,19000
 Yenimahalle , Güzelyaka Mah.,3,1,150,10,4,24000
 Gölbaşı , Taşpınar Mah.,3,1,115,1,6,25500
 Mamak , Cengizhan Mah.,3,1,120,10,2,20000
 Çankaya , Yaşamkent Mah.,1,0,35,5,2,16000
 Keçiören , Ayvalı Mah.,5,2,230,25,3,29500
 Yenimahalle , Pamuklar Mah.,2,1,90,18,2,15500
 Keçiören , Ovacık Mah.,3,1,155,0,2,35500
 Mamak , General Zeki Doğan Mah.,3,1,125,15,0,17000
 Keçiören , Ayvalı Mah.,3,1,135,25,2,20500
 Yenimahalle , Ergenekon Mah.,3,1,104,30,6,20000
 Keçiören , Ayvalı Mah.,3,1,130,18,1,18500
 Çankaya , Bağcılar Mah.,4,1,230,24,3,50000
 Çankaya , Büyükesat Mah.,3,1,120,35,0,28000
 Etimesgut , Turkuaz Mah.,2,1,110,4,6,25000
 Çankaya , Güzeltepe Mah.,4,1,200,12,3,68500
 Çankaya , Kazım Özalp Mah.,3,1,135,25,-1,24000
 Çubuk , Esenboğa Merkez Mah.,1,1,62,3,0,10500
 Çankaya , Beytepe Mah.,4,1,200,6,10,60000
 Yenimahalle , Emniyet Mah.,1,0,35,2,3,18000
 Mamak , Hürel Mah.,3,1,120,15,3,21000
 Çankaya , Ön Cebeci Mah.,3,1,110,32,4,23000
 Polatlı , Mehmet Akif Mah.,3,1,140,16,3,12500
 Sincan , Fevzi Çakmak Mah.,3,1,135,25,1,17000
 Keçiören , Ayvalı Mah.,2,1,100,26,1,18000
 Altındağ , Yıldıztepe Mah.,4,1,145,5,3,27000
 Etimesgut , Atakent Mah.,3,1,130,15,3,21000
 Keçiören , Aşağı Eğlence Mah.,3,1,125,39,1,18000
 Gölbaşı , İncek Mah.,1,1,65,0,3,18500
 Çankaya , Birlik Mah.,5,1,300,20,3,45000
 Gölbaşı , Hacılar Mah.,4,0,170,7,5,55000
 Çankaya , Arka Topraklık Mah.,3,1,100,30,6,17500
 Çankaya , Çankaya Mah.,4,1,190,18,5,54000
 Çankaya , Ertuğrulgazi Mah.,3,1,100,31,3,17000
 Mamak , Fahri Korutürk Mah.,3,1,135,5,2,23500
 Keçiören , Pınarbaşı Mah.,3,1,128,24,1,18000
 Keçiören , Ayvalı Mah.,3,1,95,16,1,16000
 Çankaya , Aydınlar Mah.,2,1,95,28,1,18500
 Çankaya , Oran Mah.,2,1,120,5,13,62000
 Yenimahalle , Varlık Mah.,4,1,168,25,6,31500
 Sincan , Yeniçimşit Mah.,1,1,60,0,3,14000
 Keçiören , Kalaba Mah.,3,1,105,35,1,15000
 Çankaya , İlkbahar Mah.,3,1,135,7,16,26000
 Mamak , Zirvekent Mah.,2,1,84,12,12,10000
 Çankaya , Tınaztepe Mah.,3,1,105,31,3,18000
 Çankaya , Koru Mah.,3,1,130,32,17,35000
 Çankaya , Üniversiteler Mah.,1,0,35,0,1,25000
 Etimesgut , Eryaman Mah.,2,1,100,22,12,25000
 Altındağ , Aydınlıkevler Mah.,3,1,100,40,5,13500
 Çankaya , Kızılay Mah.,1,0,35,2,1,35000
 Polatlı , Fatih Mah.,3,1,110,12,1,15000
 Yenimahalle , Ragıp Tüzün Mah.,3,1,110,25,3,21900
 Çankaya , Konutkent Mah.,3,1,150,30,7,37000
 Sincan , Fevzi Çakmak Mah.,3,1,145,3,1,20000
 Altındağ , Aydınlıkevler Mah.,2,1,100,45,3,18000
 Mamak , Fahri Korutürk Mah.,3,1,125,2,3,28500
 Çankaya , İlkadım Mah.,3,1,120,25,1,20000
 Çankaya , Maltepe Mah.,2,1,65,1,3,38500
 Çankaya , Oran Mah.,3,1,120,31,9,35000
 Etimesgut , 30 Ağustos Mah.,2,1,95,15,0,13500
 Yenimahalle , İnönü Mah.,3,1,110,25,2,21000
 Mamak , Tuzluçayır Mah.,3,1,115,18,2,15000
 Gölbaşı , İncek Mah.,1,1,50,0,2,21000
 Çankaya , Kocatepe Mah.,2,1,100,25,2,22000
 Çankaya , Huzur Mah.,3,1,120,29,1,18500
 Mamak , Hürel Mah.,3,1,120,10,0,15000
 Sincan , Mustafa Kemal Mah.,3,1,115,0,3,18000
 Etimesgut , Topçu Mah.,2,1,80,0,3,25000
 Etimesgut , Piyade Mah.,3,1,100,15,1,17500
 Mamak , Akşemsettin Mah.,3,1,152,5,2,30000
 Yenimahalle , Emniyet Mah.,1,1,88,0,6,34000
 Gölbaşı , Tulumtaş Mah.,2,1,125,4,7,25000
 Keçiören , Esertepe Mah.,3,1,140,24,2,20000
 Çankaya , Dodurga Mah.,1,1,40,0,7,15000
 Keçiören , Pınarbaşı Mah.,3,1,125,18,2,18500
 Sincan , Alcı Mah.,3,1,150,3,3,11000
 Sincan , Mevlana Mah.,3,1,145,11,6,20000
 Etimesgut , Göksu Mah.,3,1,140,11,8,25500
 Altındağ , Karapürçek Mah.,2,1,110,8,1,15000
 Pursaklar , Mimar Sinan Mah.,3,1,120,15,2,16000
 Etimesgut , Yeşilova Mah.,2,1,115,5,8,25000
 Çankaya , Topraklık Mah.,2,1,105,30,3,16000
 Etimesgut , Güzelkent Mah.,3,1,105,16,1,17900
 Yenimahalle , Güventepe Mah.,3,1,150,0,2,24500
 Polatlı , İstiklal Mah.,3,1,155,2,2,3050000
 Sincan , Pınarbaşı Mah.,3,1,120,15,4,18000
 Çankaya , Seyranbağları Mah.,2,1,90,4,-2,19500
 Mamak , Fahri Korutürk Mah.,3,1,145,5,6,25000
 Altındağ , Yıldıztepe Mah.,3,0,130,9,2,19500
 Sincan , 29 Ekim Mah.,3,1,145,10,3,17500
 Gölbaşı , Eymir Mah.,3,1,132,11,5,22000
 Yenimahalle , İnönü Mah.,4,1,190,0,13,60000
 Çankaya , İncesu Mah.,5,1,216,12,2,10000
 Yenimahalle , Demetevler Mah.,5,1,340,5,6,50000
 Çankaya , Büyükesat Mah.,3,1,130,35,0,23000
 Polatlı , Şehitlik Mah.,3,1,135,25,2,13000
 Yenimahalle , Ergazi Mah.,3,1,135,27,1,25500
 Keçiören , Kavacık Subayevleri Mah.,3,1,115,35,4,15000
 Keçiören , Ovacık Mah.,3,1,300,2,21,41000
 Çankaya , Emek Mah.,2,1,110,45,1,25000
 Çankaya , Harbiye Mah.,3,1,110,27,1,18000
 Etimesgut , 30 Ağustos Mah.,3,1,125,5,1,15500
 Çankaya , Yukarı Bahçelievler Mah.,6,1,220,31,3,50000
 Çankaya , Dodurga Mah.,1,1,40,0,6,23000
 Mamak , Mehtap Mah.,3,1,120,10,1,16000
 Çankaya , Kırkkonaklar Mah.,4,1,220,9,3,86000
 Polatlı , Kurtuluş Mah.,3,1,125,30,1,8250
 Yenimahalle , Batı Sitesi Mah.,1,1,55,0,5,23000
 Çankaya , Öveçler Mah.,3,1,108,30,2,19000
 Mamak , General Zeki Doğan Mah.,3,1,100,25,2,17000
 Sincan , Alcı Mah.,3,1,145,5,1,10500
 Gölbaşı , Karşıyaka Mah.,3,1,110,0,1,29500
 Gölbaşı , Örencik Mah.,1,1,60,0,3,15000
 Keçiören , Tepebaşı Mah.,2,1,75,40,2,12000
 Çankaya , Bahçelievler Mah.,4,1,160,40,2,8000
 Yenimahalle , İlkyerleşim Mah.,3,0,130,8,3,29000
 Çankaya , Harbiye Mah.,3,1,110,25,1,30000
 Keçiören , Emrah Mah.,3,1,130,38,6,22500
 Çankaya , Fakülteler Mah.,3,1,110,40,2,28000
 Çankaya , Umut Mah.,3,1,100,25,-1,16000
 Çankaya , İleri Mah.,1,1,25,25,0,7000
 Polatlı , Fatih Mah.,3,1,135,20,3,16000
 Polatlı , Zafer Mah.,3,1,125,20,0,10500
 Altındağ , Örnek Mah.,2,1,70,35,0,12000
 Yenimahalle , Demetlale Mah.,1,1,55,35,6,17500
 Gölbaşı , Kızılcaşar Mah.,1,1,55,0,1,18500
 Keçiören , 23 Nisan Mah.,2,1,95,16,1,16500
 Çankaya , Ön Cebeci Mah.,2,1,95,35,1,15500
 Çankaya , Barbaros Mah.,2,1,100,35,0,30000
 Altındağ , Aydınlıkevler Mah.,2,1,88,45,5,15500
 Sincan , Mareşal Çakmak Mah.,3,1,110,30,3,8250
 Çankaya , Oğuzlar Mah.,3,1,130,20,6,47000
 Altındağ , Aydınlıkevler Mah.,4,1,210,20,6,25000
 Keçiören , Basınevleri Mah.,3,1,115,50,0,16000
 Çankaya , Eti Mah.,3,1,135,30,2,25000
 Keçiören , Şehit Kubilay Mah.,4,1,155,8,12,34000
 Çankaya , Cevizlidere Mah.,3,1,165,17,4,32000
 Çankaya , Kırkkonaklar Mah.,3,1,140,14,3,25000
 Etimesgut , Devlet Mah.,2,1,117,3,4,28500
 Gölbaşı , Taşpınar Mah.,3,1,90,0,3,22500
 Çankaya , Konutkent Mah.,1,1,74,3,21,25000
 Çankaya , Yıldızevler Mah.,3,1,130,26,1,25000
 Etimesgut , Devlet Mah.,3,1,110,30,3,16000
 Çankaya , Cebeci Mah.,3,1,120,26,3,22500
 Keçiören , Atapark Mah.,3,1,150,10,7,40000
 Altındağ , Aydınlıkevler Mah.,3,1,135,5,3,25000
 Yenimahalle , Demetgül Mah.,3,1,110,30,6,18000
 Keçiören , Şehit Kubilay Mah.,3,1,120,11,-1,15000
 Keçiören , Çiçekli Mah.,3,1,95,28,1,18000
 Sincan , Fatih Mah.,3,1,75,34,2,12500
 Yenimahalle , Demetgül Mah.,3,1,115,26,4,17000
 Çankaya , İncesu Mah.,3,1,135,26,3,22000
 Mamak , Kutlu Mah.,3,1,110,15,3,17500
 Keçiören , Çiçekli Mah.,3,1,120,25,2,15500
 Çankaya , Konutkent Mah.,1,1,50,4,-1,16500
 Gölbaşı , İncek Mah.,2,1,90,0,6,35000
 Çubuk , Esenboğa Merkez Mah.,1,1,45,0,1,9500
 Keçiören , İncirli Mah.,3,1,120,22,1,16500
 Yenimahalle , Ergazi Mah.,1,1,58,5,10,24500
 Çankaya , Oran Mah.,4,1,220,26,9,51000
 Altındağ , Güneşevler Mah.,4,1,180,7,10,34000
 Mamak , Akşemsettin Mah.,3,1,115,15,-2,15250
 Çankaya , Büyükesat Mah.,3,1,135,32,10,40000
 Çankaya , Naci Çakır Mah.,2,1,90,31,3,20000
 Yenimahalle , Güventepe Mah.,3,1,120,30,4,24000
 Mamak , Cengizhan Mah.,3,1,125,8,3,18000
 Keçiören , Ayvalı Mah.,3,1,120,34,6,17000
 Keçiören , Ovacık Mah.,4,1,180,1,10,45000
 Çankaya , Cebeci Mah.,2,1,120,2,4,30000
 Mamak , Saimekadın Mah.,3,1,110,15,1,16100
 Yenimahalle , Pamuklar Mah.,3,1,125,11,13,23000
 Keçiören , Aşağı Eğlence Mah.,2,1,100,25,-1,23000
 Gölbaşı , İncek Mah.,4,1,130,0,2,26500
